6, Дом, Строение, 9231, 11/3/2003, 9004781, 11/14/2003, 21139263
2129898, Дом, Строение, 1063, 5/11/2004, 4005092, 5/25/2004, 21216944
2129900, Дом, Строение, , , 0, , 21237180
2129907, Дом, Строение, 2426-р, 5/26/2005, 1011127, 6/22/2005, 21216954
2129909, Дом, Строение, , , 0, , 21171271
2129910, Дом, Строение, 2471, 10/21/2004, 4006675, 10/27/2004, 21237186
2129911, Дом, Строение, 2471, 10/21/2004, 4006694, 10/27/2004, 21171284
2129912, Дом, Строение, , , 0, , 21171292
2129913, Дом, Строение, 2722-p, 6/8/2006, 1016950, 6/21/2006, 21217385
2129916, Дом, Строение, 2373-р, 6/10/2002, 1001411, 6/20/2002, 21217388
2129917, Дом, Строение, 3172, 12/9/2000, 4000364, 2/20/2001, 21245227
2129918, Дом, Строение, 2580, 11/2/2004, 4008324, 5/16/2005, 21234641
2129920, Дом, Строение, 2722-p, 6/8/2006, 1016933, 6/21/2006, 21217392
2129922, Дом, Строение, 2375-р, 6/10/2002, 1001410, 6/20/2002, 21238854
2129923, Дом, Строение, 2722-p, 6/8/2006, 1016923, 6/21/2006, 21203187
2129924, Дом, Строение, 3172, 12/9/2000, 4000373, 3/22/2001, 21217395
2129928, Дом, Строение, 2471, 10/21/2004, 4006775, 11/1/2004, 21219510
2129929, Дом, Строение, , , 0, , 21171298
2129930, Дом, Строение, 2171, 9/9/2004, 4005893, 9/16/2004, 21217398
2129932, Дом, Строение, 3545-p, 6/24/2003, 1003509, 7/31/2003, 21217401
2129934, Дом, Строение, 2722-p, 6/8/2006, 1016936, 6/21/2006, 21217408
2129939, Дом, Строение, 1510, 7/19/2005, 4009095, 7/27/2005, 21217415
2129941, Дом, Строение, 1541, 10/2/2008, 4013084, 10/9/2008, 21203190
2129942, Дом, Строение, 1227, 10/8/2009, 4013296, 10/14/2009, 21217422
2129947, Дом, Строение, 2471, 10/21/2004, 4006765, 11/1/2004, 21217425
2129951, Дом, Строение, , , 0, , 21217432
2129952, Дом, Строение, 1406, 6/17/2004, 4005495, 7/9/2004, 21217435
2129954, Дом, Строение, 1510, 7/19/2005, 4008960, 7/19/2005, 21219517
2129955, Дом, Строение, 30, 1/13/2005, 4008082, 1/20/2005, 21181055
2129957, Дом, Строение, 1068, 5/11/2004, 4005122, 5/26/2004, 21219524
2129960, Дом, Строение, 30, 1/13/2005, 4008081, 1/20/2005, 21237199
2129963, Дом, Строение, 1017, 5/6/2004, 4004905, 5/19/2004, 21217443
2129964, Дом, Строение, 2318, 10/31/2005, 4011131, 6/2/2006, 21217446
2129965, Дом, Строение, 2471, 10/21/2004, 4006653, 10/27/2004, 21238857
2129966, Дом, Строение, 2722-p, 6/8/2006, 1016947, 6/21/2006, 21217449
2129973, Дом, Строение, 30, 1/13/2005, 4008084, 1/20/2005, 21212060
2129983, Дом, Строение, 1068, 5/11/2004, 4005120, 5/26/2004, 21211452
2129990, Дом, Строение, 2722-p, 6/8/2006, 1016939, 6/21/2006, 21211464
2129993, Дом, Строение, 2171, 9/9/2004, 4005918, 9/16/2004, 21245230
2130010, Дом, Строение, 1063, 5/11/2004, 4004987, 5/24/2004, 21237203
2130011, Дом, Строение, , , 0, , 21201565
2130012, Дом, Строение, , , 0, , 21219541
2130027, Дом, Строение, 2471, 10/21/2004, 4006622, 10/27/2004, 21201586
2130031, Дом, Строение, , , 0, , 21203199
2130033, Дом, Строение, 2171, 9/9/2004, 4006047, 9/16/2004, 21219552
2130036, Дом, Строение, 2471, 10/21/2004, 4006710, 10/27/2004, 21201594
2130037, Дом, Строение, 2471, 10/21/2004, 4006781, 11/1/2004, 21237206
2130047, Дом, Строение, 801, 4/13/2004, 4004692, 4/16/2004, 21201614
2130049, Дом, Строение, 2471, 10/21/2004, 4006703, 10/27/2004, 21201618
2130053, Дом, Строение, , , 0, , 21201622
2130066, Дом, Строение, , , 0, , 21219566
2130067, Дом, Строение, 2564, 11/1/2004, 4007141, 11/9/2004, 21201649
2130069, Дом, Строение, , , 0, , 21219569
2130071, Дом, Строение, 2171, 9/9/2004, 4006065, 9/16/2004, 21201654
2130072, Дом, Строение, 2300, 10/30/2006, 4011946, 11/8/2006, 21253480
2130075, Дом, Строение, 2171, 9/9/2004, 4006043, 9/16/2004, 21201657
2130077, Дом, Строение, 2471, 10/21/2004, 4006704, 10/27/2004, 21219579
2130079, Дом, Строение, , , 0, , 21201664
2130087, Дом, Строение, 1017, 5/6/2004, 4004964, 5/19/2004, 21201676
2130089, Дом, Строение, 2564, 11/1/2004, 4007146, 11/9/2004, 21203210
2130090, Дом, Строение, 2318, 10/31/2005, 4009961, 11/10/2005, 21203214
2130098, Дом, Строение, , , 0, , 21219583
2130100, Дом, Строение, 2471, 10/21/2004, 4006737, 10/28/2004, 21219586
2130106, Дом, Строение, 1017, 5/6/2004, 4004879, 5/17/2004, 21203219
2130109, Дом, Строение, 2471, 10/21/2004, 4006730, 10/28/2004, 21201706
2130112, Дом, Строение, , , 0, , 21201713
2130113, Дом, Строение, 2171, 9/9/2004, 4006032, 9/16/2004, 21171326
2130115, Дом, Строение, 1017, 5/6/2004, 4004827, 5/14/2004, 21219589
2130117, Дом, Строение, 2471, 10/21/2004, 4006754, 11/1/2004, 21219593
2130119, Дом, Строение, 2471, 10/21/2004, 4006753, 11/1/2004, 21201725
2130120, Дом, Строение, 2471, 10/21/2004, 4006742, 10/28/2004, 21237213
2130121, Дом, Строение, 1017, 5/6/2004, 4004876, 5/17/2004, 21202230
2130122, Дом, Строение, 2713-p, 6/8/2006, 1016918, 6/21/2006, 21202234
2130129, Дом, Строение, 2471, 10/21/2004, 4006734, 10/28/2004, 21202257
2130140, Дом, Строение, 2318, 10/31/2005, 4010069, 11/11/2005, 21202262
2130142, Дом, Строение, 2318, 10/31/2005, 4010063, 11/11/2005, 21219603
2130145, Дом, Строение, 1074, 7/28/2008, 4013045, 7/31/2008, 21202265
2130152, Дом, Строение, , , 0, , 21220042
2130159, Дом, Строение, 1068, 5/11/2004, 4005287, 5/31/2004, 21202277
2130164, Дом, Строение, 2564, 11/1/2004, 4007143, 11/9/2004, 21202281
2130169, Дом, Строение, 2471, 10/21/2004, 4006705, 10/27/2004, 21202285
2130173, Дом, Строение, 2171, 9/9/2004, 4006067, 9/16/2004, 21202289
2130187, Дом, Строение, 2318, 10/31/2005, 4010077, 11/11/2005, 21220045
2130190, Дом, Строение, 1063, 5/11/2004, 4004986, 5/24/2004, 21245234
2130191, Дом, Строение, 2318, 10/31/2005, 4010016, 11/10/2005, 21202321
2130192, Дом, Строение, 1063, 5/11/2004, 4004985, 5/24/2004, 21172320
2130208, Дом, Строение, 2471, 10/21/2004, 4006701, 10/27/2004, 21203222
2130210, Дом, Строение, 2318, 10/31/2005, 4009968, 11/10/2005, 21212072
2130222, Дом, Строение, 871-р, 3/2/2006, 1015254, 3/22/2006, 21202349
2130228, Дом, Строение, 2709-р, 6/8/2006, 1016825, 6/20/2006, 21220049
2130231, Дом, Строение, 2430-р, 5/26/2005, 1010943, 6/21/2005, 21202361
2130240, Дом, Строение, 1270-р, 3/21/2005, 1009475, 4/7/2005, 21202374
2130248, Дом, Строение, 2708-p, 6/8/2006, 1016638, 6/20/2006, 21171340
2130262, Дом, Строение, 2426-р, 5/26/2005, 1011047, 6/22/2005, 21202903
2130270, Дом, Строение, 871-р, 3/2/2006, 1015185, 3/22/2006, 21219146
2130280, Дом, Строение, 1270-р, 3/21/2005, 1009366, 4/7/2005, 21202915
2130285, Дом, Строение, 2426-р, 5/26/2005, 1010999, 6/22/2005, 21202926
2130308, Дом, Строение, 1270-р, 3/21/2005, 1009464, 4/7/2005, 21189448
2130317, Дом, Строение, 2323-р, 5/23/2005, 1010285, 6/8/2005, 21219159
2130318, Дом, Строение, 703-рр, 3/27/2002, 1000755, 7/24/2002, 21219162
2130330, Дом, Строение, 5320-р, 8/16/2004, 1006575, 8/25/2004, 21189472
2130331, Дом, Строение, 871-р, 3/2/2006, 1015180, 3/22/2006, 21219169
2130336, Дом, Строение, 2457-p, 4/9/2004, 1005737, 4/15/2004, 21189484
2130337, Дом, Строение, 4832-р, 11/10/2008, 1020799, 11/24/2008, 21189489
2130338, Дом, Строение, 4832-р, 11/10/2008, 1020814, 11/24/2008, 21189492
2130340, Дом, Строение, 1270-р, 3/21/2005, 1009369, 4/7/2005, 21189496
2130342, Дом, Строение, 866-р, 3/2/2006, 1014995, 3/21/2006, 21189504
2130349, Дом, Строение, 871-р, 3/2/2006, 1015128, 3/22/2006, 21189526
2130356, Дом, Строение, 2426-р, 5/26/2005, 1011053, 6/22/2005, 21189534
2130358, Дом, Строение, 2426-р, 5/26/2005, 1011111, 6/22/2005, 21189541
2130361, Дом, Строение, 2426-р, 5/26/2005, 1011134, 6/22/2005, 21214272
2130365, Дом, Строение, 4832-р, 11/10/2008, 1020823, 11/24/2008, 21189550
2130370, Дом, Строение, 4832-р, 11/10/2008, 1020813, 11/24/2008, 21245237
2130373, Дом, Строение, 4602-р, 9/11/2002, 1001942, 9/16/2002, 21190055
2130376, Дом, Строение, 3030-р, 6/26/2006, 1017163, 7/4/2006, 21190067
2130385, Дом, Строение, 1270-р, 3/21/2005, 1009471, 4/7/2005, 21190079
2130388, Дом, Строение, 871-р, 3/2/2006, 1015255, 3/22/2006, 21190086
2130397, Дом, Строение, 3029-р, 6/26/2006, 1017073, 7/4/2006, 21190103
2130398, Дом, Строение, 2426-р, 5/26/2005, 1011064, 6/22/2005, 21198574
2130400, Дом, Строение, 5725-р, 11/1/2002, 1002131, 11/12/2002, 21190111
2130401, Дом, Строение, 2426-р, 5/26/2005, 1011062, 6/22/2005, 21198581
2130403, Дом, Строение, 1270-р, 3/21/2005, 1009429, 4/7/2005, 21214284
2130405, Дом, Строение, 2709-р, 6/8/2006, 1016823, 6/20/2006, 21214289
2130413, Дом, Строение, 871-р, 3/2/2006, 1015020, 3/22/2006, 21190127
2130415, Дом, Строение, 1270-р, 3/21/2005, 1009470, 4/7/2005, 21190134
2130419, Дом, Строение, 245-р, 2/18/2002, 1000995, 2/27/2002, 21190142
2130422, Дом, Строение, 4832-р, 11/10/2008, 1020876, 11/24/2008, 21190150
2130423, Дом, Строение, 871-р, 3/2/2006, 1015142, 3/22/2006, 21190154
2130425, Дом, Строение, 2709-р, 6/8/2006, 1016819, 6/20/2006, 21190158
2130426, Дом, Строение, 1270-р, 3/21/2005, 1009424, 4/7/2005, 21190162
2130427, Дом, Строение, 1270-р, 3/21/2005, 1009421, 4/6/2005, 21190166
2130434, Дом, Строение, 2709-р, 6/8/2006, 1016745, 6/20/2006, 21190185
2130439, Дом, Строение, 866-р, 3/2/2006, 1014994, 3/21/2006, 21214304
2130441, Дом, Строение, 464-ПП, 7/29/2015, 3450072, 8/28/2015, 21190197
2130450, Дом, Строение, 3030-р, 6/26/2006, 1017152, 7/4/2006, 21181044
2130452, Дом, Строение, 1270-р, 3/21/2005, 1009427, 4/7/2005, 21181053
2130454, Дом, Строение, 1270-р, 3/21/2005, 1009341, 4/7/2005, 21245248
2130458, Дом, Строение, 2708-p, 6/8/2006, 1016637, 6/20/2006, 21237219
2130461, Дом, Строение, 4832-р, 11/10/2008, 1020833, 11/24/2008, 21214308
2130466, Дом, Строение, 4832-р, 11/10/2008, 1020882, 11/24/2008, 21181070
2130467, Дом, Строение, 871-р, 3/2/2006, 1015160, 3/22/2006, 21214312
2130474, Дом, Строение, 871-р, 3/2/2006, 1015197, 3/22/2006, 21181074
2130476, Дом, Строение, 871-р, 3/2/2006, 1015130, 3/22/2006, 21181082
2130482, Дом, Строение, 871-р, 3/2/2006, 1015149, 3/22/2006, 21181100
2130484, Дом, Строение, 871-р, 3/2/2006, 1015165, 3/22/2006, 21181107
2130492, Дом, Строение, 2372-р, 6/10/2002, 1001413, 6/20/2002, 21181129
2130494, Дом, Строение, 1270-р, 3/21/2005, 1009365, 4/7/2005, 21181133
2130502, Дом, Строение, 871-р, 3/2/2006, 1015237, 3/22/2006, 21214331
2130503, Дом, Строение, 871-р, 3/2/2006, 1015200, 3/22/2006, 21181141
2130512, Дом, Строение, 3030-р, 6/26/2006, 1017184, 7/4/2006, 21181149
2130518, Дом, Строение, 4832-р, 11/10/2008, 1020860, 11/24/2008, 21171359
2130520, Дом, Строение, 1270-р, 3/21/2005, 1009354, 4/7/2005, 21181161
2130524, Дом, Строение, 3545-p, 6/24/2003, 1002733, 6/30/2003, 21181174
2130528, Дом, Строение, 3030-р, 6/26/2006, 1017172, 7/4/2006, 21217309
2130530, Дом, Строение, 1270-р, 3/21/2005, 1009384, 4/7/2005, 21184506
2130531, Дом, Строение, 4832-р, 11/10/2008, 1020856, 11/24/2008, 21184510
2130534, Дом, Строение, 1270-р, 3/21/2005, 1009491, 4/7/2005, 21184518
2130535, Дом, Строение, 2430-р, 5/26/2005, 1010938, 6/21/2005, 21184522
2130537, Дом, Строение, 4832-р, 11/10/2008, 1020873, 11/24/2008, 21214351
2130542, Дом, Строение, 4723-р, 10/31/2008, 1020790, 11/11/2008, 21217311
2130543, Дом, Строение, , , 0, , 21214355
2130547, Дом, Строение, 871-р, 3/2/2006, 1015012, 3/22/2006, 21184534
2130556, Дом, Строение, 871-р, 3/2/2006, 1015037, 3/22/2006, 21219627
2130560, Дом, Строение, 871-р, 3/2/2006, 1015032, 3/22/2006, 21171365
2130573, Дом, Строение, 2917-p, 10/11/2001, 1000724, 10/22/2001, 21219640
2130576, Дом, Строение, 873-р, 3/2/2006, 1014610, 3/15/2006, 21217332
2130581, Дом, Строение, 873-р, 3/2/2006, 1014613, 3/15/2006, 21203745
2130583, Дом, Строение, , , 0, , 21237233
2130593, Дом, Строение, 2430-р, 5/26/2005, 1010934, 6/21/2005, 21219647
2130599, Дом, Строение, 871-р, 3/2/2006, 1015092, 3/22/2006, 21219654
2130603, Дом, Строение, 2323-р, 5/23/2005, 1010301, 6/8/2005, 21217335
2130607, Дом, Строение, 4721-р, 10/31/2008, 1020787, 11/11/2008, 21219668
2130609, Дом, Строение, 871-р, 3/2/2006, 1015029, 3/22/2006, 21219672
2130611, Дом, Строение, 2708-p, 6/8/2006, 1016634, 6/20/2006, 21217339
2130614, Дом, Строение, 2426-р, 5/26/2005, 1010994, 6/22/2005, 21219679
2130617, Дом, Строение, 871-р, 3/2/2006, 1015055, 3/22/2006, 21214370
2130619, Дом, Строение, 871-р, 3/2/2006, 1015065, 3/22/2006, 21219682
2130622, Дом, Строение, 871-р, 3/2/2006, 1015064, 3/22/2006, 21219686
2130626, Дом, Строение, 2323-р, 5/23/2005, 1010298, 6/8/2005, 21219696
2130627, Дом, Строение, 871-р, 3/2/2006, 1015028, 3/22/2006, 21219700
2130629, Дом, Строение, 871-р, 3/2/2006, 1015043, 3/22/2006, 21219703
2130630, Дом, Строение, 2713-p, 6/8/2006, 1016867, 6/21/2006, 21217345
2130639, Дом, Строение, 2323-р, 5/23/2005, 1010286, 6/8/2005, 21217349
2130644, Дом, Строение, 871-р, 3/2/2006, 1015066, 3/22/2006, 21219714
2130648, Дом, Строение, 871-р, 3/2/2006, 1015042, 3/22/2006, 21214387
2130663, Дом, Строение, , , 0, , 21214398
2130664, Дом, Строение, 871-р, 3/2/2006, 1015106, 3/22/2006, 21171378
2130667, Дом, Строение, 1247, 6/20/2005, 4008844, 6/29/2005, 21172200
2130671, Дом, Строение, , , 0, , 21214402
2130672, Дом, Строение, , , 0, , 21172207
2130679, Дом, Строение, 2709-р, 6/8/2006, 1016827, 6/20/2006, 21219743
2130680, Дом, Строение, 1270-р, 3/21/2005, 1009508, 4/7/2005, 21214406
2130684, Дом, Строение, 3545-p, 6/24/2003, 1003542, 7/31/2003, 21237246
2130690, Дом, Строение, 2323-р, 5/23/2005, 1010293, 6/8/2005, 21219749
2130692, Дом, Строение, 12-р, 1/12/2007, 1019712, 1/22/2007, 21220184
2130696, Дом, Строение, 3029-р, 6/26/2006, 1017043, 7/4/2006, 21203765
2130703, Дом, Строение, 2426-р, 5/26/2005, 1011089, 6/22/2005, 21203769
2130708, Дом, Строение, 2709-р, 6/8/2006, 1016829, 6/20/2006, 21217355
2130711, Дом, Строение, 1270-р, 3/21/2005, 1009505, 4/7/2005, 21214425
2130712, Дом, Строение, 4832-р, 11/10/2008, 1020872, 11/24/2008, 21220991
2130713, Дом, Строение, , , 0, , 21181060
2130718, Дом, Строение, 871-р, 3/2/2006, 1015063, 3/22/2006, 21220198
2130730, Дом, Строение, 3600-рзп, 12/22/1999, 1000055, 12/22/1999, 21220205
2130732, Дом, Строение, 1247, 6/20/2005, 4008842, 6/29/2005, 21216258
2130735, Дом, Строение, 2709-р, 6/8/2006, 1016810, 6/20/2006, 21217359
2130741, Дом, Строение, 1270-р, 3/21/2005, 1009477, 4/7/2005, 21220215
2130743, Дом, Строение, 3545-p, 6/24/2003, 1003523, 7/31/2003, 21216268
2130744, Дом, Строение, 4670-р, 12/10/2009, 1021194, 12/16/2009, 21203782
2130745, Дом, Строение, 6333-p, 10/28/2003, 1003760, 10/31/2003, 21220218
2130752, Дом, Строение, 5249-р, 11/26/2008, 1020892, 12/3/2008, 21220228
2130766, Дом, Строение, 4832-р, 11/10/2008, 1020847, 11/24/2008, 21172327
2130769, Дом, Строение, 1270-р, 3/21/2005, 1009488, 4/7/2005, 21203785
2130771, Дом, Строение, 871-р, 3/2/2006, 1015153, 3/22/2006, 21220242
2130772, Дом, Строение, 2709-р, 6/8/2006, 1016781, 6/20/2006, 21203789
2130775, Дом, Строение, 2430-р, 5/26/2005, 1010901, 6/21/2005, 21221011
2130776, Дом, Строение, 2722-p, 6/8/2006, 1016970, 6/21/2006, 21221015
2130777, Дом, Строение, 2426-р, 5/26/2005, 1011049, 6/22/2005, 21216280
2130801, Дом, Строение, 3545-p, 6/24/2003, 1003596, 7/31/2003, 21220255
2130802, Дом, Строение, 3545-p, 6/24/2003, 1003543, 7/31/2003, 21211758
2130804, Дом, Строение, 867-р, 2/12/2007, 1020226, 3/12/2007, 21217379
2130805, Дом, Строение, 4047-р, 10/13/2009, 1021213, 10/23/2009, 21172332
2130806, Дом, Строение, 2709-р, 6/8/2006, 1016794, 6/20/2006, 21217797
2130809, Дом, Строение, 871-р, 3/2/2006, 1015124, 3/22/2006, 21253289
2130811, Дом, Строение, 3029-р, 6/26/2006, 1017068, 7/4/2006, 21220268
2130813, Дом, Строение, 871-р, 3/2/2006, 1015269, 3/22/2006, 21220272
2130814, Дом, Строение, 866-р, 3/2/2006, 1014996, 3/21/2006, 21220275
2130817, Дом, Строение, 871-р, 3/2/2006, 1015125, 3/22/2006, 21172339
2130819, Дом, Строение, 871-р, 3/2/2006, 1015267, 3/22/2006, 21211969
2130820, Дом, Строение, 871-р, 3/2/2006, 1015225, 3/22/2006, 21216283
2130823, Дом, Строение, 871-р, 3/2/2006, 1015246, 3/22/2006, 21216290
2130826, Дом, Строение, 3545-p, 6/24/2003, 1003590, 7/31/2003, 21253293
2130831, Дом, Строение, 2171, 9/9/2004, 4006042, 9/16/2004, 21220295
2130833, Дом, Строение, 2430-р, 5/26/2005, 1010905, 6/21/2005, 21220302
2130841, Дом, Строение, 3545-p, 6/24/2003, 1003517, 7/31/2003, 21234652
2130844, Дом, Строение, 2709-р, 6/8/2006, 1016726, 6/20/2006, 21253297
2130849, Дом, Строение, 2426-р, 5/26/2005, 1011065, 6/22/2005, 21220747
2130850, Дом, Строение, 2708-p, 6/8/2006, 1016642, 6/20/2006, 21211973
2130851, Дом, Строение, 2426-р, 5/26/2005, 1011131, 6/22/2005, 21172345
2130852, Дом, Строение, 3545-p, 6/24/2003, 1003519, 7/31/2003, 21211781
2130872, Дом, Строение, , , 0, , 21217811
2130873, Дом, Строение, 2709-р, 6/8/2006, 1016770, 6/20/2006, 21253304
2130874, Дом, Строение, 4832-р, 11/10/2008, 1020810, 11/24/2008, 21216307
2130876, Дом, Строение, 871-р, 3/2/2006, 1015057, 3/22/2006, 21211793
2130884, Дом, Строение, 3029-р, 6/26/2006, 1017045, 7/4/2006, 21216310
2130893, Дом, Строение, 2975-р, 11/23/2000, 1000360, 11/24/2000, 21211981
2130895, Дом, Строение, 2975-р, 11/23/2000, 1000338, 11/24/2000, 21203805
2130915, Дом, Строение, 3545-р, 6/24/2003, 1002738, 6/30/2003, 21253311
2130918, Дом, Строение, 1270-р, 3/21/2005, 1009492, 4/7/2005, 21211805
2130920, Дом, Строение, 2709-р, 6/8/2006, 1016753, 6/20/2006, 21217817
2130923, Дом, Строение, 2430-р, 5/26/2005, 1010940, 6/21/2005, 21216320
2130926, Дом, Строение, 3545-p, 6/24/2003, 1003522, 7/31/2003, 21211812
2130927, Дом, Строение, 2426-р, 5/26/2005, 1011098, 6/22/2005, 21217821
2130931, Дом, Строение, 3545-p, 6/24/2003, 1003520, 7/31/2003, 21253322
2130935, Дом, Строение, 3029-р, 6/26/2006, 1017064, 7/4/2006, 21220777
2130936, Дом, Строение, 3545-p, 6/24/2003, 1003602, 7/31/2003, 21220780
2130937, Дом, Строение, 3029-р, 6/26/2006, 1017063, 7/4/2006, 21216334
2130939, Дом, Строение, 2722-p, 6/8/2006, 1016957, 6/21/2006, 21211823
2130943, Дом, Строение, 4832-р, 11/10/2008, 1020836, 11/24/2008, 21216337
2130946, Дом, Строение, 871-р, 3/2/2006, 1015241, 3/22/2006, 21215775
2130947, Дом, Строение, 4046-р, 10/13/2009, 1021214, 10/23/2009, 21212079
2130958, Дом, Строение, 3545-p, 6/24/2003, 1003521, 7/31/2003, 21211829
2130959, Дом, Строение, 2426-р, 5/26/2005, 1011045, 6/22/2005, 21212000
2130969, Дом, Строение, 873-р, 3/2/2006, 1014608, 3/15/2006, 21215799
2130981, Дом, Строение, 871-р, 3/2/2006, 1015266, 3/22/2006, 21215814
2130986, Дом, Строение, , , 0, , 21172356
2130995, Дом, Строение, 4832-р, 11/10/2008, 1020864, 11/24/2008, 21217824
2131003, Дом, Строение, 4832-р, 11/10/2008, 1020863, 11/24/2008, 21215829
2131004, Дом, Строение, 3545-р, 6/24/2003, 1002745, 6/30/2003, 21215833
2131005, Дом, Строение, 2426-р, 5/26/2005, 1010995, 6/22/2005, 21253333
2131013, Дом, Строение, 12-р, 1/12/2007, 1019754, 1/22/2007, 21203847
2131020, Дом, Строение, 3029-р, 6/26/2006, 1017055, 7/4/2006, 21216347
2131022, Дом, Строение, 3545-p, 6/24/2003, 1003568, 7/31/2003, 21217838
2131026, Дом, Строение, 12-р, 1/12/2007, 1019773, 1/22/2007, 21211842
2131030, Дом, Строение, 2722-p, 6/8/2006, 1016987, 6/21/2006, 21212028
2131034, Дом, Строение, 1270-р, 3/21/2005, 1009368, 4/7/2005, 21216351
2131035, Дом, Строение, 3545-p, 6/24/2003, 1002720, 6/30/2003, 21215869
2131038, Дом, Строение, 1270-р, 3/21/2005, 1009363, 4/7/2005, 21216354
2131039, Дом, Строение, 4832-р, 11/10/2008, 1020843, 11/24/2008, 21216356
2131040, Дом, Строение, 4832-р, 11/10/2008, 1020846, 11/24/2008, 21212031
2131045, Дом, Строение, 3545-р, 6/24/2003, 1002744, 6/30/2003, 21216360
2131050, Дом, Строение, 2708-p, 6/8/2006, 1016626, 6/20/2006, 21215881
2131051, Дом, Строение, 2722-p, 6/8/2006, 1016969, 6/21/2006, 21215884
2131057, Дом, Строение, 1270-р, 3/21/2005, 1009383, 4/7/2005, 21215892
2131058, Дом, Строение, 2258, 10/26/2005, 4010292, 11/22/2005, 21216363
2131063, Дом, Строение, 1852, 9/1/2005, 4009205, 10/13/2005, 21211849
2131070, Дом, Строение, 1852, 9/1/2005, 4009201, 10/13/2005, 21215900
2131076, Дом, Строение, 2258, 10/26/2005, 4010250, 11/22/2005, 21203863
2131082, Дом, Строение, 871-р, 3/2/2006, 1015230, 3/22/2006, 21203871
2131088, Дом, Строение, 871-р, 3/2/2006, 1015076, 3/22/2006, 21253343
2131092, Дом, Строение, 871-р, 3/2/2006, 1015077, 3/22/2006, 21172363
2131093, Дом, Строение, 1270-р, 3/21/2005, 1009348, 4/7/2005, 21212042
2131095, Дом, Строение, 4852-р, 7/26/2004, 1005875, 8/2/2004, 21253347
2131101, Дом, Строение, 871-р, 3/2/2006, 1015193, 3/22/2006, 21212046
2131103, Дом, Строение, 3030-р, 6/26/2006, 1017147, 7/4/2006, 21215916
2131104, Дом, Строение, 871-р, 3/2/2006, 1015073, 3/22/2006, 21211866
2131105, Дом, Строение, 871-р, 3/2/2006, 1015074, 3/22/2006, 21172369
2131106, Дом, Строение, 3030-р, 6/26/2006, 1017142, 7/4/2006, 21216370
2131116, Домовладение, Строение, 742, 8/9/2010, 4013457, 8/16/2010, 21215924
2131119, Дом, Строение, 2669рп, 7/15/2005, 8007058, 7/19/2005, 21216377
2131126, Дом, Строение, 120рп, 1/15/2002, 8002436, 1/24/2002, 21203874
2131127, Дом, Строение, 2844рп, 6/22/2001, 8001893, 6/22/2001, 21217858
2131128, Дом, Строение, , , 0, , 21216411
2131130, Дом, Строение, 5462рп, 12/29/2006, 8008601, 3/19/2007, 21216417
2131134, Дом, Строение, 4969рп, 11/4/2000, 8001010, 11/1/2000, 21216424
2131135, Дом, Строение, , , 0, , 21216428
2131141, Дом, Строение, 1264рп, 4/16/2003, 8004620, 5/12/2003, 21217864
2131149, Дом, Строение, 5074рп, 11/19/2001, 8000087, 2/19/2002, 21216431
2131155, Дом, Строение, , , 0, , 21217868
2131160, Дом, Строение, , , 0, , 21212058
2131161, Дом, Строение, , , 0, , 21203879
2131162, Дом, Строение, , , 0, , 21217938
2131172, Дом, Строение, , , 0, , 21172376
2131199, Дом, Строение, , , 0, , 21245251
2131214, Дом, Строение, , , 0, , 21217945
2131220, Дом, Строение, 01-41-3522, 12/12/2005, 5013429, 1/23/2006, 21216450
2131221, Дом, Строение, 3222-р, 8/1/2005, 1012579, 8/10/2005, 21253354
2131222, Дом, Строение, 453-p, 11/14/2013, 1, 8/10/2005, 21234655
2131223, Дом, Строение, 651-РП, 6/2/2008, 7106176, 6/9/2008, 21216454
2131224, Дом, Строение, 453-p, 11/14/2013, 1, 8/10/2005, 21253358
2131225, Дом, Строение, 3222-р, 8/1/2005, 1012564, 8/10/2005, 21217878
2131226, Дом, Строение, 6700-p, 11/18/2003, 1005038, 11/26/2003, 21204393
2131232, Дом, Строение, 2276, 6/30/2004, 2203458, 7/2/2004, 21217948
2131235, Дом, Строение, , , 0, , 21217951
2131241, Дом, Строение, , , 0, , 21217959
2131245, Дом, Строение, 2322, 9/18/2006, 2211885, 9/25/2006, 21216461
2131246, Дом, Строение, 2322, 9/18/2006, 2211887, 9/25/2006, 21216464
2131248, Дом, Строение, 2322, 9/18/2006, 2211876, 9/25/2006, 21217885
2131255, Дом, Строение, , , 0, , 21238893
2131260, Дом, Строение, 854, 6/3/1996, 4000133, 2/24/2000, 21216474
2131267, Дом, Строение, 854, 6/3/1996, 4000596, 3/4/2002, 21204401
2131272, Дом, Строение, 854, 6/3/1996, 4000584, 3/4/2002, 21216477
2131273, Дом, Строение, 854, 6/3/1996, 4000590, 3/4/2002, 21216481
2131274, Дом, Строение, 854, 6/3/1996, 4000592, 3/4/2002, 21217969
2131285, Дом, Строение, 873-р, 3/2/2006, 1014617, 3/15/2006, 21216488
2131288, Дом, Строение, 2430-р, 5/26/2005, 1010926, 6/21/2005, 21245255
2131290, Дом, Строение, 2260, 10/26/2005, 4009890, 11/9/2005, 21216498
2131295, Дом, Строение, , , 0, , 21212070
2131296, Дом, Строение, , , 0, , 21212074
2131297, Дом, Строение, , , 0, , 21216505
2131309, Дом, Строение, 869-р, 3/2/2006, 1015541, 3/27/2006, 21216515
2131312, Дом, Строение, 875-В-РП, 7/28/2004, 3303434, 8/5/2004, 21253361
